country,crm_id,customer_name,segment_name,segment_code,tier,product_level1,product_level2,product_code,service_level,charge_code,charge_currency,computation_method,ecp_usd,esp_usd,FY23_fee_in_usd,FY23_volume,FY24_fee_in_usd,FY24_volume,Cash_revenue_bin,CIB_revenue_bin,avg_cp_at_country,avg_cp_at_cash_bin,avg_cp_at_cib_rev_bin,avg_cp_at_seg,avg_cp_at_tier,avg_cp_at_wa_volume
JP,CRM001419,Customer_1419,Banks,600,Platinum,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG1419,SGD,Fixed flat,0.9041,0.9159,26685.42,29516,2155.37,2384,200K-600K,2M-5M,0.7375,0.5707,0.5526,0.5304,0.4955,0.6977
JP,CRM001420,Customer_1420,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1420,EUR,flat absolute,0.6547,0.6589,4180.26,6385,7743.79,11828,>2M,>5M,0.7375,0.6343,0.5526,0.8296,0.6108,0.8497
AU,CRM001421,Customer_1421,Middle Market,300,Gold,Payments,CO,CAPPAYCOSTDB1,TDB,CHG1421,SGD,Fixed flat,0.5179,0.5143,3461.13,6683,2440.34,4712,>2M,100K-500K,0.4671,0.5707,0.8946,0.7644,0.3883,0.7568
AU,CRM001422,Customer_1422,Middle Market,300,Silver,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG1422,SGD,Fixed flat,0.8636,0.8804,12862.46,14894,7385.51,8552,0-10K,2M-5M,0.4671,0.6343,0.6061,0.7644,0.7187,0.5722
JP,CRM001423,Customer_1423,Banks,600,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1423,JPY,flat absolute,0.4576,0.455,788.9,1724,1203.95,2631,>2M,500K-2M,0.7375,0.6654,0.5063,0.5304,0.3883,0.6597
AU,CRM001424,Customer_1424,Middle Market,300,Portfolio,Payments,OTT,CAPPAYOTTSTDB1,STD,CHG1424,USD,flat absolute,0.7275,0.7291,615.46,846,1640.51,2255,10K-200K,500K-2M,0.4671,0.5707,0.5063,0.7644,0.6108,0.7112
JP,CRM001425,Customer_1425,Banks,600,Gold,Collections,CASH,CAPCOLCASVIPB3,VIP,CHG1425,EUR,flat absolute,1.336,1.3514,829.66,621,967.26,724,>2M,2M-5M,0.7375,0.7955,0.5063,0.5304,0.3883,0.4939
AU,CRM001426,Customer_1426,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1426,JPY,flat absolute,0.6041,0.6044,94.24,156,1309.69,2168,600K-2M,100K-500K,0.4671,0.5707,0.5526,0.7644,0.6108,0.5402
DE,CRM001427,Customer_1427,Global Corporates,500,Gold,Payments,ACH,CAPPAYACHSTDB1,STD,CHG1427,USD,Fixed flat,-1.7801,-1.8106,-115957.49,65141,-60.52,34,>2M,2M-5M,0.5434,0.3234,0.6061,0.6721,0.3883,0.8068
JP,CRM001428,Customer_1428,Banks,600,Gold,Payments,CO,CAPPAYCOPRMB2,RMB,CHG1428,USD,flat absolute,0.673,0.6861,382.94,569,1072.09,1593,200K-600K,0-100K,0.7375,0.6654,0.8946,0.5304,0.3883,0.6254
AU,CRM001429,Customer_1429,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG1429,USD,Fixed flat,0.7321,0.732,1565.96,2139,2376.4,3246,0-10K,500K-2M,0.4671,0.6654,0.5063,0.7644,0.7187,0.5418
DE,CRM001430,Customer_1430,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1430,EUR,Fixed flat,0.3806,0.3836,749.02,1968,3050.51,8015,200K-600K,>5M,0.5434,0.6343,0.5526,0.6721,0.4955,0.6312
JP,CRM001431,Customer_1431,Banks,600,Platinum,Collections,CO,CAPCOLCOSTDB1,TDB,CHG1431,SGD,flat absolute,0.6168,0.6144,2915.61,4727,1541.38,2499,0-10K,100K-500K,0.7375,0.6343,0.8946,0.5304,0.4955,0.4912
AU,CRM001432,Customer_1432,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1432,EUR,Fixed flat,0.4555,0.4552,4615.58,10133,2697.93,5923,600K-2M,500K-2M,0.4671,0.6343,0.684,0.7644,0.6108,0.409
AU,CRM001433,Customer_1433,Middle Market,300,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1433,SGD,Fixed flat,4.691,4.7676,50831.68,10836,806.85,172,200K-600K,0-100K,0.4671,0.7955,0.684,0.7644,0.4955,0.4689
DE,CRM001434,Customer_1434,Global Corporates,500,Platinum,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG1434,USD,flat absolute,0.8267,0.8151,1027.59,1243,2779.37,3362,10K-200K,0-100K,0.5434,0.3234,0.6061,0.6721,0.4955,0.5338
JP,CRM001435,Customer_1435,Traders & Buyers,460,Platinum,Collections,CO,CAPCOLCOVIPB3,IPB,CHG1435,JPY,Fixed flat,1.8541,1.8576,4299.66,2319,641.52,346,>2M,100K-500K,0.7375,0.6654,0.684,0.8296,0.4955,0.509
JP,CRM001436,Customer_1436,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1436,JPY,flat absolute,1.2204,1.2434,5557.7,4554,817.67,670,0-10K,100K-500K,0.7375,0.3234,0.684,0.8296,0.7187,0.7331
DE,CRM001437,Customer_1437,Global Corporates,500,Platinum,Payments,BT,CAPPAYBTPRMB2,RMB,CHG1437,USD,flat absolute,0.6343,0.6332,1301.58,2052,1776.67,2801,200K-600K,500K-2M,0.5434,0.6654,0.5526,0.6721,0.4955,0.5174
DE,CRM001438,Customer_1438,Global Corporates,500,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1438,SGD,Fixed flat,0.4484,0.4435,14897.19,33223,9746.42,21736,600K-2M,>5M,0.5434,0.6654,0.6061,0.6721,0.3883,0.3676
JP,CRM001439,Customer_1439,Banks,600,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1439,EUR,Fixed flat,0.6761,0.6633,4208.72,6225,4139.08,6122,0-10K,500K-2M,0.7375,0.3234,0.6061,0.5304,0.6108,0.59
JP,CRM001440,Customer_1440,Traders & Buyers,460,Portfolio,Collections,CO,CAPCOLCOSTDB1,TDB,CHG1440,EUR,Fixed flat,0.713,0.7017,6399.89,8976,2663.06,3735,0-10K,100K-500K,0.7375,0.6343,0.6061,0.8296,0.6108,0.844
JP,CRM001441,Customer_1441,Banks,600,Gold,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG1441,EUR,Fixed flat,0.6022,0.592,4851.93,8057,2132.99,3542,0-10K,2M-5M,0.7375,0.6343,0.684,0.5304,0.3883,0.6952
AU,CRM001442,Customer_1442,Middle Market,300,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1442,SGD,Fixed flat,0.7903,0.7958,13695.9,17330,1059.0,1340,0-10K,2M-5M,0.4671,0.3234,0.684,0.7644,0.4955,0.6537
DE,CRM001443,Customer_1443,Global Corporates,500,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1443,SGD,flat absolute,0.5438,0.5406,2126.26,3910,924.46,1700,10K-200K,0-100K,0.5434,0.7955,0.5526,0.6721,0.3883,0.6848
JP,CRM001444,Customer_1444,Banks,600,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG1444,JPY,flat absolute,0.4587,0.4534,195.41,426,3037.97,6623,0-10K,100K-500K,0.7375,0.7955,0.684,0.5304,0.4955,0.7163
DE,CRM001445,Customer_1445,Global Corporates,500,Portfolio,Payments,CASH,CAPPAYCASSTDB1,STD,CHG1445,EUR,Fixed flat,1.3898,1.3933,7545.22,5429,726.87,523,0-10K,0-100K,0.5434,0.7955,0.6061,0.6721,0.6108,0.397
JP,CRM001446,Customer_1446,Banks,600,Gold,Collections,CASH,CAPCOLCASPRMB2,PRM,CHG1446,JPY,Fixed flat,0.5045,0.4992,566.05,1122,4213.58,8352,0-10K,100K-500K,0.7375,0.6343,0.8946,0.5304,0.3883,0.7945
AU,CRM001447,Customer_1447,Middle Market,300,Platinum,Liquidity,CASH,CAPLIQCASELTB4,ELT,CHG1447,EUR,flat absolute,0.9344,0.9526,1259.57,1348,1974.39,2113,0-10K,500K-2M,0.4671,0.3234,0.8946,0.7644,0.4955,0.6964
AU,CRM001448,Customer_1448,Middle Market,300,Platinum,Payments,BT,CAPPAYBTSTDB1,TDB,CHG1448,JPY,Fixed flat,0.4416,0.4504,3172.01,7183,5107.1,11565,0-10K,2M-5M,0.4671,0.3234,0.5063,0.7644,0.4955,0.7333
JP,CRM001449,Customer_1449,Traders & Buyers,460,Platinum,Clearing,CASH,CAPCLECASVIPB3,VIP,CHG1449,EUR,Fixed flat,0.8269,0.8212,15792.96,19099,11561.72,13982,>2M,2M-5M,0.7375,0.5707,0.6061,0.8296,0.4955,0.6554
JP,CRM001450,Customer_1450,Traders & Buyers,460,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG1450,SGD,flat absolute,3.5136,3.4888,10811.35,3077,1226.25,349,600K-2M,>5M,0.7375,0.3234,0.6061,0.8296,0.7187,0.382
AU,CRM001451,Customer_1451,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG1451,USD,flat absolute,0.9093,0.8933,4307.35,4737,1465.79,1612,200K-600K,500K-2M,0.4671,0.6343,0.6061,0.7644,0.7187,0.3995
JP,CRM001452,Customer_1452,Banks,600,Gold,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG1452,SGD,flat absolute,0.899,0.882,34435.3,38304,988.0,1099,>2M,500K-2M,0.7375,0.5707,0.5526,0.5304,0.3883,0.8199
DE,CRM001453,Customer_1453,Global Corporates,500,Gold,Payments,CO,CAPPAYCOVIPB3,IPB,CHG1453,USD,Fixed flat,1.8776,1.9019,8030.5,4277,538.87,287,>2M,0-100K,0.5434,0.7955,0.5526,0.6721,0.3883,0.4467
AU,CRM001454,Customer_1454,Middle Market,300,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1454,USD,flat absolute,1.0626,1.0654,156880.14,147638,910.65,857,0-10K,100K-500K,0.4671,0.5707,0.684,0.7644,0.6108,0.7704
AU,CRM001455,Customer_1455,Middle Market,300,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1455,USD,flat absolute,0.3467,0.3424,2413.73,6962,38501.73,111052,200K-600K,2M-5M,0.4671,0.6654,0.5526,0.7644,0.3883,0.662
JP,CRM001456,Customer_1456,Banks,600,Platinum,Payments,BT,CAPPAYBTVIPB3,IPB,CHG1456,JPY,Fixed flat,0.4496,0.4501,95.32,212,3842.28,8546,600K-2M,100K-500K,0.7375,0.5707,0.684,0.5304,0.4955,0.8224
AU,CRM001457,Customer_1457,Middle Market,300,Silver,Payments,BT,CAPPAYBTSTDB1,TDB,CHG1457,SGD,flat absolute,0.4134,0.418,3814.86,9228,22045.38,53327,0-10K,2M-5M,0.4671,0.5707,0.684,0.7644,0.7187,0.6647
AU,CRM001458,Customer_1458,Middle Market,300,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG1458,EUR,flat absolute,0.6202,0.6086,3274.66,5280,7207.96,11622,>2M,0-100K,0.4671,0.6343,0.6061,0.7644,0.3883,0.5997
JP,CRM001459,Customer_1459,Banks,600,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1459,EUR,Fixed flat,1.2264,1.2279,25303.08,20632,1579.6,1288,0-10K,>5M,0.7375,0.6343,0.5526,0.5304,0.7187,0.4307
AU,CRM001460,Customer_1460,Middle Market,300,Gold,Payments,CO,CAPPAYCOPRMB2,RMB,CHG1460,EUR,Fixed flat,0.6382,0.6416,5221.75,8182,1361.28,2133,0-10K,100K-500K,0.4671,0.3234,0.5063,0.7644,0.3883,0.7357
JP,CRM001461,Customer_1461,Traders & Buyers,460,Silver,Collections,CO,CAPCOLCOVIPB3,IPB,CHG1461,JPY,flat absolute,0.6557,0.649,1587.45,2421,5441.0,8298,10K-200K,0-100K,0.7375,0.5707,0.5526,0.8296,0.7187,0.6963
JP,CRM001462,Customer_1462,Traders & Buyers,460,Platinum,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1462,EUR,flat absolute,0.4319,0.4359,205.15,475,2901.07,6717,0-10K,>5M,0.7375,0.3234,0.6061,0.8296,0.4955,0.7979
JP,CRM001463,Customer_1463,Traders & Buyers,460,Gold,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1463,SGD,flat absolute,0.6254,0.636,1362.12,2178,1014.4,1622,0-10K,2M-5M,0.7375,0.7955,0.8946,0.8296,0.3883,0.6404
JP,CRM001464,Customer_1464,Traders & Buyers,460,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1464,SGD,Fixed flat,1.9305,1.922,1606.18,832,847.49,439,200K-600K,500K-2M,0.7375,0.6343,0.5063,0.8296,0.4955,0.6524
AU,CRM001465,Customer_1465,Middle Market,300,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1465,USD,flat absolute,0.3963,0.4037,494.19,1247,143958.35,363256,10K-200K,500K-2M,0.4671,0.7955,0.5063,0.7644,0.7187,0.5613
DE,CRM001466,Customer_1466,Global Corporates,500,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1466,SGD,flat absolute,0.8479,0.852,6110.82,7207,2533.53,2988,0-10K,2M-5M,0.5434,0.6343,0.8946,0.6721,0.6108,0.7836
JP,CRM001467,Customer_1467,Traders & Buyers,460,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG1467,USD,flat absolute,1.0483,1.0682,38254.56,36492,2418.43,2307,200K-600K,0-100K,0.7375,0.7955,0.5063,0.8296,0.3883,0.5896
JP,CRM001468,Customer_1468,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1468,EUR,flat absolute,0.6262,0.6191,3373.97,5388,2672.0,4267,0-10K,100K-500K,0.7375,0.7955,0.684,0.8296,0.7187,0.4304
AU,CRM001469,Customer_1469,Middle Market,300,Gold,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG1469,EUR,flat absolute,0.8872,0.9011,439.16,495,2298.74,2591,0-10K,>5M,0.4671,0.6343,0.6061,0.7644,0.3883,0.6919
AU,CRM001470,Customer_1470,Middle Market,300,Silver,Clearing,CASH,CAPCLECASPRMB2,PRM,CHG1470,SGD,flat absolute,1.0677,1.0485,6200.13,5807,4615.67,4323,0-10K,500K-2M,0.4671,0.3234,0.5063,0.7644,0.7187,0.528
JP,CRM001471,Customer_1471,Banks,600,Platinum,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG1471,EUR,flat absolute,0.5365,0.5265,9625.88,17942,11837.34,22064,600K-2M,100K-500K,0.7375,0.6343,0.8946,0.5304,0.4955,0.829
JP,CRM001472,Customer_1472,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1472,USD,Fixed flat,0.6784,0.6705,810.01,1194,2074.55,3058,600K-2M,0-100K,0.7375,0.3234,0.8946,0.8296,0.7187,0.5232
JP,CRM001473,Customer_1473,Banks,600,Gold,Collections,CO,CAPCOLCOVIPB3,IPB,CHG1473,USD,flat absolute,0.9382,0.921,2287.33,2438,669.87,714,0-10K,500K-2M,0.7375,0.6343,0.6061,0.5304,0.3883,0.7799
JP,CRM001474,Customer_1474,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1474,USD,flat absolute,0.7547,0.7517,2299.57,3047,2190.89,2903,200K-600K,2M-5M,0.7375,0.5707,0.5526,0.8296,0.6108,0.5485
DE,CRM001475,Customer_1475,Global Corporates,500,Silver,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG1475,JPY,Fixed flat,1.0921,1.1004,1002.55,918,2074.99,1900,>2M,500K-2M,0.5434,0.3234,0.6061,0.6721,0.7187,0.4043
AU,CRM001476,Customer_1476,Middle Market,300,Portfolio,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG1476,EUR,flat absolute,0.7348,0.73,5791.69,7882,19639.0,26727,>2M,2M-5M,0.4671,0.7955,0.5526,0.7644,0.6108,0.551
AU,CRM001477,Customer_1477,Middle Market,300,Silver,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1477,EUR,flat absolute,0.6419,0.6486,1595.76,2486,12042.69,18761,200K-600K,0-100K,0.4671,0.7955,0.684,0.7644,0.7187,0.8478
JP,CRM001478,Customer_1478,Banks,600,Platinum,Collections,CO,CAPCOLCOELTB4,LTB,CHG1478,JPY,Fixed flat,0.5346,0.5341,2990.02,5593,2262.43,4232,200K-600K,100K-500K,0.7375,0.3234,0.5063,0.5304,0.4955,0.484
JP,CRM001479,Customer_1479,Banks,600,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1479,SGD,Fixed flat,1.5434,1.513,1214.66,787,936.84,607,0-10K,>5M,0.7375,0.3234,0.6061,0.5304,0.6108,0.617
AU,CRM001480,Customer_1480,Middle Market,300,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1480,SGD,flat absolute,1.7389,1.746,2688.34,1546,1137.24,654,600K-2M,2M-5M,0.4671,0.5707,0.5526,0.7644,0.7187,0.5128
AU,CRM001481,Customer_1481,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1481,JPY,Fixed flat,0.5156,0.5223,4541.92,8809,1917.0,3718,10K-200K,2M-5M,0.4671,0.7955,0.684,0.7644,0.6108,0.362
AU,CRM001482,Customer_1482,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1482,JPY,Fixed flat,0.4564,0.4593,777.71,1704,2660.81,5830,0-10K,500K-2M,0.4671,0.3234,0.5063,0.7644,0.6108,0.4989
JP,CRM001483,Customer_1483,Traders & Buyers,460,Portfolio,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1483,USD,Fixed flat,0.6677,0.6776,26543.08,39753,1438.23,2154,600K-2M,0-100K,0.7375,0.3234,0.8946,0.8296,0.6108,0.8268
JP,CRM001484,Customer_1484,Traders & Buyers,460,Platinum,Clearing,Clearing,CAPCLECLEELTB4,ELT,CHG1484,USD,flat absolute,1.7245,1.7565,2821.28,1636,3204.12,1858,200K-600K,500K-2M,0.7375,0.7955,0.684,0.8296,0.4955,0.712
DE,CRM001485,Customer_1485,Global Corporates,500,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1485,JPY,Fixed flat,0.8292,0.8311,3461.91,4175,1315.94,1587,0-10K,2M-5M,0.5434,0.3234,0.5063,0.6721,0.6108,0.5056
JP,CRM001486,Customer_1486,Traders & Buyers,460,Portfolio,Clearing,CASH,CAPCLECASVIPB3,VIP,CHG1486,SGD,Fixed flat,1.2911,1.2734,15588.74,12074,4548.55,3523,10K-200K,500K-2M,0.7375,0.5707,0.5526,0.8296,0.6108,0.6177
AU,CRM001487,Customer_1487,Middle Market,300,Portfolio,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG1487,SGD,Fixed flat,8.5458,8.4703,3033.76,355,1102.41,129,0-10K,0-100K,0.4671,0.6654,0.5526,0.7644,0.6108,0.3762
JP,CRM001488,Customer_1488,Traders & Buyers,460,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1488,SGD,flat absolute,1.1324,1.1175,240.07,212,882.14,779,0-10K,2M-5M,0.7375,0.3234,0.5063,0.8296,0.7187,0.4554
JP,CRM001489,Customer_1489,Banks,600,Gold,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1489,JPY,flat absolute,0.8544,0.8432,258.03,302,1292.71,1513,200K-600K,>5M,0.7375,0.7955,0.8946,0.5304,0.3883,0.7649
AU,CRM001490,Customer_1490,Middle Market,300,Platinum,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1490,EUR,Fixed flat,0.4883,0.4843,9672.25,19808,9640.02,19742,600K-2M,100K-500K,0.4671,0.7955,0.6061,0.7644,0.4955,0.46
JP,CRM001491,Customer_1491,Traders & Buyers,460,Silver,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG1491,USD,Fixed flat,2.1319,2.0964,2775.73,1302,2483.66,1165,0-10K,2M-5M,0.7375,0.7955,0.6061,0.8296,0.7187,0.6507
AU,CRM001492,Customer_1492,Middle Market,300,Gold,Collections,CO,CAPCOLCOSTDB1,TDB,CHG1492,JPY,flat absolute,0.5012,0.5043,69323.98,138316,2349.12,4687,10K-200K,>5M,0.4671,0.5707,0.684,0.7644,0.3883,0.7622
JP,CRM001493,Customer_1493,Banks,600,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1493,SGD,flat absolute,0.6981,0.6932,892.17,1278,3489.8,4999,200K-600K,100K-500K,0.7375,0.6343,0.5063,0.5304,0.6108,0.651
JP,CRM001494,Customer_1494,Banks,600,Silver,Payments,ACH,CAPPAYACHPRMB2,PRM,CHG1494,EUR,flat absolute,0.5626,0.554,2211.58,3931,12605.05,22405,0-10K,500K-2M,0.7375,0.3234,0.684,0.5304,0.7187,0.4868
JP,CRM001495,Customer_1495,Traders & Buyers,460,Silver,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1495,EUR,Fixed flat,0.674,0.663,20304.92,30126,14372.38,21324,600K-2M,100K-500K,0.7375,0.6343,0.5526,0.8296,0.7187,0.4496
AU,CRM001496,Customer_1496,Middle Market,300,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1496,JPY,Fixed flat,0.7357,0.7471,44453.2,60423,2471.22,3359,>2M,100K-500K,0.4671,0.5707,0.684,0.7644,0.4955,0.3758
DE,CRM001497,Customer_1497,Global Corporates,500,Platinum,Clearing,Clearing,CAPCLECLEPRMB2,PRM,CHG1497,SGD,Fixed flat,1.0639,1.0494,69855.67,65660,1990.56,1871,200K-600K,500K-2M,0.5434,0.6343,0.5526,0.6721,0.4955,0.5183
JP,CRM001498,Customer_1498,Banks,600,Gold,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG1498,USD,flat absolute,0.6845,0.6849,12499.65,18261,983.63,1437,10K-200K,0-100K,0.7375,0.6343,0.684,0.5304,0.3883,0.6727
DE,CRM001499,Customer_1499,Global Corporates,500,Silver,Payments,OTT,CAPPAYOTTSTDB1,STD,CHG1499,JPY,Fixed flat,0.8173,0.8127,11319.6,13850,2123.35,2598,0-10K,500K-2M,0.5434,0.3234,0.8946,0.6721,0.7187,0.5696
JP,CRM001500,Customer_1500,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1500,USD,flat absolute,0.8415,0.8435,6100.88,7250,1667.85,1982,0-10K,100K-500K,0.7375,0.6343,0.5526,0.8296,0.6108,0.7507
JP,CRM001501,Customer_1501,Banks,600,Gold,Payments,CO,CAPPAYCOVIPB3,IPB,CHG1501,SGD,Fixed flat,0.4234,0.4248,4056.6,9581,3346.13,7903,200K-600K,100K-500K,0.7375,0.6343,0.684,0.5304,0.3883,0.5844
DE,CRM001502,Customer_1502,Global Corporates,500,Silver,Payments,CO,CAPPAYCOVIPB3,IPB,CHG1502,SGD,flat absolute,0.6243,0.6207,814.09,1304,4093.54,6557,200K-600K,0-100K,0.5434,0.7955,0.684,0.6721,0.7187,0.814
JP,CRM001503,Customer_1503,Banks,600,Portfolio,Liquidity,CASH,CAPLIQCASVIPB3,VIP,CHG1503,USD,Fixed flat,0.5795,0.58,505.9,873,4831.29,8337,10K-200K,500K-2M,0.7375,0.7955,0.8946,0.5304,0.6108,0.3906
DE,CRM001504,Customer_1504,Global Corporates,500,Platinum,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG1504,JPY,Fixed flat,0.6873,0.6935,2037.84,2965,14588.63,21226,600K-2M,100K-500K,0.5434,0.7955,0.6061,0.6721,0.4955,0.844
AU,CRM001505,Customer_1505,Middle Market,300,Platinum,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1505,USD,Fixed flat,0.4133,0.4065,954.31,2309,20423.22,49415,600K-2M,>5M,0.4671,0.3234,0.8946,0.7644,0.4955,0.7106
AU,CRM001506,Customer_1506,Middle Market,300,Gold,Clearing,CASH,CAPCLECASELTB4,ELT,CHG1506,JPY,flat absolute,1.1226,1.1438,1695.13,1510,4866.47,4335,600K-2M,0-100K,0.4671,0.6343,0.8946,0.7644,0.3883,0.6424
JP,CRM001507,Customer_1507,Traders & Buyers,460,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1507,JPY,flat absolute,0.4475,0.455,3791.22,8472,7594.08,16970,200K-600K,>5M,0.7375,0.6343,0.5063,0.8296,0.4955,0.6453
JP,CRM001508,Customer_1508,Banks,600,Platinum,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1508,EUR,flat absolute,0.6379,0.6413,7969.28,12493,1419.33,2225,>2M,>5M,0.7375,0.6343,0.5526,0.5304,0.4955,0.3828
DE,CRM001509,Customer_1509,Global Corporates,500,Portfolio,Clearing,Clearing,CAPCLECLEVIPB3,VIP,CHG1509,JPY,flat absolute,0.7791,0.7825,2651.28,3403,14903.4,19129,10K-200K,>5M,0.5434,0.7955,0.5063,0.6721,0.6108,0.7304
JP,CRM001510,Customer_1510,Traders & Buyers,460,Portfolio,Clearing,Clearing,CAPCLECLESTDB1,STD,CHG1510,SGD,flat absolute,0.6151,0.6225,16819.91,27345,9898.19,16092,0-10K,>5M,0.7375,0.3234,0.5063,0.8296,0.6108,0.3869
AU,CRM001511,Customer_1511,Middle Market,300,Portfolio,Collections,CO,CAPCOLCOPRMB2,RMB,CHG1511,JPY,Fixed flat,0.4538,0.447,243.69,537,6779.32,14939,200K-600K,>5M,0.4671,0.3234,0.8946,0.7644,0.6108,0.4475
AU,CRM001512,Customer_1512,Middle Market,300,Silver,Liquidity,CASH,CAPLIQCASSTDB1,STD,CHG1512,SGD,flat absolute,0.5572,0.5679,1242.0,2229,2314.05,4153,10K-200K,>5M,0.4671,0.7955,0.5063,0.7644,0.7187,0.6961
JP,CRM001513,Customer_1513,Traders & Buyers,460,Gold,Payments,OTT,CAPPAYOTTSTDB1,STD,CHG1513,EUR,Fixed flat,0.7952,0.7959,808.72,1017,1135.55,1428,0-10K,>5M,0.7375,0.3234,0.8946,0.8296,0.3883,0.6991
JP,CRM001514,Customer_1514,Banks,600,Portfolio,Clearing,CASH,CAPCLECASSTDB1,STD,CHG1514,SGD,Fixed flat,1.6399,1.6427,296.82,181,846.19,516,600K-2M,500K-2M,0.7375,0.3234,0.684,0.5304,0.6108,0.3852
DE,CRM001515,Customer_1515,Global Corporates,500,Platinum,Payments,Pay,CAPPAYPAYSTDB1,STD,CHG1515,JPY,Fixed flat,0.5766,0.5836,1518.19,2633,1984.66,3442,0-10K,>5M,0.5434,0.5707,0.6061,0.6721,0.4955,0.6848
AU,CRM001516,Customer_1516,Middle Market,300,Platinum,Liquidity,CASH,CAPLIQCASPRMB2,PRM,CHG1516,JPY,flat absolute,0.3418,0.3359,848.69,2483,10643.31,31139,10K-200K,500K-2M,0.4671,0.3234,0.5063,0.7644,0.4955,0.5096
JP,CRM001517,Customer_1517,Traders & Buyers,460,Portfolio,Collections,CASH,CAPCOLCASSTDB1,STD,CHG1517,SGD,Fixed flat,0.7938,0.806,22907.48,28858,1872.57,2359,200K-600K,0-100K,0.7375,0.6343,0.5526,0.8296,0.6108,0.7986
AU,CRM001518,Customer_1518,Middle Market,300,Platinum,Collections,CO,CAPCOLCOELTB4,LTB,CHG1518,EUR,flat absolute,0.4368,0.4299,3353.75,7678,4773.79,10929,600K-2M,>5M,0.4671,0.3234,0.684,0.7644,0.4955,0.8272
